Created by CETR Data Viewer ver.2.20.107 01/30/21 16:15:48
Created by CETR UMT ver.1.138.259 23 Jan 2021 13:27:01
Total number of runs - 1
Total number of steps = 1
Indenter tip ID = 0
C:\Users\caiot\OneDrive\Documentos\Python\Results\CSV\2021-01-23\cond_003.tst

Run # 1
Script file C:\TRIB\Scripts\Reciprocating Ambient\Caio V\reciprocating_caio_final.cts
Run date 23 Jan 2021 13:27:01
Step No. 1

Step Type Code: 0
Radius       = 4.2378
Velocity     = 0.2
Set Force    = -8
Duration     = 32.12
Data Count   = 32124
Started at: 12:33:53.064 23 Jan 2021

T,Fx,Fz,LV,Z,Ff,COF
sec,N,N,mm,mm,N,

0.0000,0.483,-7.975,-0.004,0.0000,0.483,0.061
0.0010,0.473,-8.004,-0.008,0.0000,0.473,0.059
0.0020,0.474,-8.037,-0.008,0.0000,0.474,0.059
0.0030,0.479,-8.068,-0.009,0.0000,0.479,0.059
0.0040,0.489,-8.100,-0.004,0.0000,0.489,0.060
0.0050,0.523,-8.074,-0.009,0.0000,0.523,0.065
0.0060,0.551,-7.989,0.491,0.0000,0.551,0.069
0.0070,0.527,-7.942,1.381,0.0000,0.527,0.066
0.0080,0.490,-7.960,0.047,0.0000,0.490,0.062
0.0090,0.475,-7.992,-0.005,0.0000,0.475,0.059
0.0100,0.475,-8.026,-0.004,0.0000,0.475,0.059
0.0110,0.474,-8.055,-0.009,0.0000,0.474,0.059
0.0120,0.478,-8.086,-0.009,0.0000,0.478,0.059
0.0130,0.500,-8.091,-0.010,0.0000,0.500,0.062
0.0140,0.544,-8.020,-0.009,0.0000,0.544,0.068
0.0150,0.536,-7.961,-0.004,0.0000,0.536,0.067
0.0160,0.499,-7.954,-0.008,0.0000,0.499,0.063
0.0170,0.482,-7.982,-0.007,0.0000,0.482,0.060
0.0180,0.477,-8.016,-0.008,0.0000,0.477,0.060
0.0190,0.481,-8.047,-0.009,0.0000,0.481,0.060
0.0200,0.488,-8.080,-0.003,0.0000,0.488,0.060
0.0210,0.491,-8.104,-0.008,0.0000,0.491,0.061
0.0220,0.537,-8.043,-0.010,0.0000,0.537,0.067
0.0230,0.544,-7.970,1.527,0.0000,0.544,0.068
0.0240,0.509,-7.944,0.474,0.0000,0.509,0.064
0.0250,0.482,-7.972,0.014,0.0000,0.482,0.060
0.0260,0.469,-7.999,-0.007,0.0000,0.469,0.059
0.0270,0.469,-8.034,-0.009,0.0000,0.469,0.058
0.0280,0.475,-8.066,-0.008,0.0000,0.475,0.059
0.0290,0.482,-8.096,-0.009,0.0000,0.482,0.060
0.0300,0.523,-8.070,-0.007,0.0000,0.523,0.065
0.0310,0.550,-7.996,-0.003,0.0000,0.550,0.069
0.0320,0.526,-7.948,-0.007,0.0000,0.526,0.066
0.0330,0.494,-7.961,-0.009,0.0000,0.494,0.062
0.0340,0.479,-7.995,-0.009,0.0000,0.479,0.060
0.0350,0.478,-8.028,-0.009,0.0000,0.478,0.059
0.0360,0.480,-8.058,-0.007,0.0000,0.480,0.060
0.0370,0.484,-8.091,-0.005,0.0000,0.484,0.060
0.0380,0.501,-8.092,-0.009,0.0000,0.501,0.062
0.0390,0.544,-8.016,-0.010,0.0000,0.544,0.068
0.0400,0.537,-7.955,1.793,0.0000,0.537,0.068
0.0410,0.502,-7.951,0.132,0.0000,0.502,0.063
0.0420,0.484,-7.982,0.002,0.0000,0.484,0.061
0.0430,0.479,-8.009,-0.007,0.0000,0.479,0.060
0.0440,0.483,-8.044,-0.008,0.0000,0.483,0.060
0.0450,0.490,-8.075,-0.008,0.0000,0.490,0.061
0.0460,0.502,-8.100,-0.009,0.0000,0.502,0.062
0.0470,0.550,-8.047,-0.005,0.0000,0.550,0.068
0.0480,0.556,-7.973,-0.008,0.0000,0.556,0.070
0.0490,0.524,-7.947,-0.009,0.0000,0.524,0.066
0.0500,0.494,-7.974,-0.009,0.0000,0.494,0.062
0.0510,0.483,-8.006,-0.010,0.0000,0.483,0.060
0.0520,0.486,-8.038,-0.003,0.0000,0.486,0.060
0.0530,0.484,-8.068,-0.008,0.0000,0.484,0.060
0.0540,0.489,-8.097,-0.007,0.0000,0.489,0.060
0.0550,0.525,-8.072,-0.010,0.0000,0.525,0.065
0.0560,0.560,-7.994,0.020,0.0000,0.560,0.070
0.0570,0.546,-7.946,0.834,0.0000,0.546,0.069
0.0580,0.512,-7.956,0.025,0.0000,0.512,0.064
0.0590,0.502,-7.989,-0.007,0.0000,0.502,0.063
0.0600,0.503,-8.023,-0.008,0.0000,0.503,0.063
0.0610,0.509,-8.054,-0.009,0.0000,0.509,0.063
0.0620,0.515,-8.085,-0.004,0.0000,0.515,0.064
0.0630,0.534,-8.088,-0.008,0.0000,0.534,0.066
0.0640,0.573,-8.017,-0.009,0.0000,0.573,0.072
0.0650,0.564,-7.956,-0.009,0.0000,0.564,0.071
0.0660,0.523,-7.955,-0.008,0.0000,0.523,0.066
0.0670,0.499,-7.985,-0.008,0.0000,0.499,0.062
0.0680,0.491,-8.013,-0.008,0.0000,0.491,0.061
0.0690,0.492,-8.047,-0.009,0.0000,0.492,0.061
0.0700,0.500,-8.079,-0.009,0.0000,0.500,0.062
0.0710,0.510,-8.103,-0.006,0.0000,0.510,0.063
0.0720,0.561,-8.039,-0.009,0.0000,0.561,0.070
0.0730,0.577,-7.970,0.855,0.0000,0.577,0.072
0.0740,0.548,-7.942,0.365,0.0000,0.548,0.069
0.0750,0.522,-7.969,0.009,0.0000,0.522,0.065
0.0760,0.512,-7.996,-0.007,0.0000,0.512,0.064
0.0770,0.512,-8.031,-0.008,0.0000,0.512,0.064
0.0780,0.514,-8.064,-0.009,0.0000,0.514,0.064
0.0790,0.519,-8.093,-0.005,0.0000,0.519,0.064
0.0800,0.552,-8.068,-0.008,0.0000,0.552,0.068
0.0810,0.576,-7.988,-0.007,0.0000,0.576,0.072
0.0820,0.549,-7.945,-0.008,0.0000,0.549,0.069
0.0830,0.511,-7.962,-0.010,0.0000,0.511,0.064
0.0840,0.499,-7.993,-0.006,0.0000,0.499,0.062
0.0850,0.500,-8.026,-0.007,0.0000,0.500,0.062
0.0860,0.504,-8.054,-0.009,0.0000,0.504,0.063
0.0870,0.512,-8.087,-0.009,0.0000,0.512,0.063
0.0880,0.536,-8.087,-0.010,0.0000,0.536,0.066
0.0890,0.586,-8.015,-0.004,0.0000,0.586,0.073
0.0900,0.577,-7.948,1.912,0.0000,0.577,0.073
0.0910,0.538,-7.947,0.144,0.0000,0.538,0.068
0.0920,0.514,-7.978,-0.003,0.0000,0.514,0.064
0.0930,0.509,-8.011,-0.004,0.0000,0.509,0.064
0.0940,0.505,-8.039,-0.007,0.0000,0.505,0.063
0.0950,0.506,-8.074,-0.009,0.0000,0.506,0.063
0.0960,0.515,-8.097,-0.009,0.0000,0.515,0.064
0.0970,0.562,-8.042,-0.003,0.0000,0.562,0.070
0.0980,0.568,-7.968,-0.008,0.0000,0.568,0.071
0.0990,0.535,-7.945,-0.007,0.0000,0.535,0.067
0.1000,0.508,-7.971,-0.007,0.0000,0.508,0.064
0.1010,0.502,-8.003,-0.008,0.0000,0.502,0.063
0.1020,0.506,-8.031,-0.009,0.0000,0.506,0.063
0.1030,0.511,-8.065,-0.010,0.0000,0.511,0.063
0.1040,0.519,-8.096,-0.006,0.0000,0.519,0.064
0.1050,0.557,-8.065,-0.008,0.0000,0.557,0.069
0.1060,0.583,-7.985,0.253,0.0000,0.583,0.073
0.1070,0.559,-7.939,1.434,0.0000,0.559,0.070
0.1080,0.523,-7.957,0.055,0.0000,0.523,0.066
0.1090,0.503,-7.989,-0.005,0.0000,0.503,0.063
0.1100,0.496,-8.020,-0.009,0.0000,0.496,0.062
0.1110,0.499,-8.051,-0.010,0.0000,0.499,0.062
0.1120,0.506,-8.085,-0.006,0.0000,0.506,0.063
0.1130,0.529,-8.085,-0.008,0.0000,0.529,0.065
0.1140,0.571,-8.012,-0.010,0.0000,0.571,0.071
0.1150,0.562,-7.952,-0.009,0.0000,0.562,0.071
0.1160,0.528,-7.951,-0.006,0.0000,0.528,0.066
0.1170,0.507,-7.983,-0.006,0.0000,0.507,0.064
0.1180,0.501,-8.012,-0.008,0.0000,0.501,0.063
0.1190,0.503,-8.045,-0.009,0.0000,0.503,0.063
0.1200,0.508,-8.076,-0.009,0.0000,0.508,0.063
0.1210,0.518,-8.101,-0.005,0.0000,0.518,0.064
0.1220,0.560,-8.037,-0.009,0.0000,0.560,0.070
0.1230,0.568,-7.965,1.579,0.0000,0.568,0.071
0.1240,0.535,-7.941,0.529,0.0000,0.535,0.067
0.1250,0.503,-7.969,0.014,0.0000,0.503,0.063
0.1260,0.494,-7.997,-0.009,0.0000,0.494,0.062
0.1270,0.497,-8.031,-0.008,0.0000,0.497,0.062
0.1280,0.506,-8.064,-0.004,0.0000,0.506,0.063
0.1290,0.511,-8.093,-0.007,0.0000,0.511,0.063
0.1300,0.552,-8.063,-0.009,0.0000,0.552,0.068
0.1310,0.581,-7.989,-0.009,0.0000,0.581,0.073
0.1320,0.561,-7.944,-0.002,0.0000,0.561,0.071
0.1330,0.520,-7.959,-0.006,0.0000,0.520,0.065
0.1340,0.502,-7.992,-0.009,0.0000,0.502,0.063
0.1350,0.500,-8.024,-0.009,0.0000,0.500,0.062
0.1360,0.501,-8.057,-0.005,0.0000,0.501,0.062
0.1370,0.499,-8.083,-0.007,0.0000,0.499,0.062
0.1380,0.521,-8.086,-0.009,0.0000,0.521,0.064
0.1390,0.564,-8.011,-0.007,0.0000,0.564,0.070
0.1400,0.556,-7.951,2.137,0.0000,0.556,0.070
0.1410,0.516,-7.943,0.154,0.0000,0.516,0.065
0.1420,0.497,-7.977,-0.001,0.0000,0.497,0.062
0.1430,0.498,-8.010,-0.006,0.0000,0.498,0.062
0.1440,0.502,-8.043,-0.006,0.0000,0.502,0.062
0.1450,0.507,-8.067,-0.009,0.0000,0.507,0.063
0.1460,0.522,-8.094,-0.008,0.0000,0.522,0.064
0.1470,0.569,-8.039,-0.007,0.0000,0.569,0.071
0.1480,0.576,-7.972,-0.007,0.0000,0.576,0.072
0.1490,0.543,-7.942,-0.009,0.0000,0.543,0.068
0.1500,0.512,-7.969,-0.009,0.0000,0.512,0.064
0.1510,0.502,-8.004,-0.009,0.0000,0.502,0.063
0.1520,0.502,-8.036,-0.003,0.0000,0.502,0.062
0.1530,0.500,-8.063,-0.008,0.0000,0.500,0.062
0.1540,0.505,-8.097,-0.009,0.0000,0.505,0.062
0.1550,0.547,-8.065,-0.008,0.0000,0.547,0.068
0.1560,0.576,-7.989,0.094,0.0000,0.576,0.072
0.1570,0.560,-7.938,1.006,0.0000,0.560,0.070
0.1580,0.526,-7.957,0.030,0.0000,0.526,0.066
0.1590,0.518,-7.988,-0.002,0.0000,0.518,0.065
0.1600,0.516,-8.019,-0.005,0.0000,0.516,0.064
0.1610,0.518,-8.050,-0.008,0.0000,0.518,0.064
0.1620,0.524,-8.081,-0.009,0.0000,0.524,0.065
0.1630,0.551,-8.083,-0.005,0.0000,0.551,0.068
0.1640,0.586,-8.012,-0.008,0.0000,0.586,0.073
0.1650,0.578,-7.951,-0.009,0.0000,0.578,0.073
0.1660,0.541,-7.950,-0.008,0.0000,0.541,0.068
0.1670,0.521,-7.982,-0.007,0.0000,0.521,0.065
0.1680,0.515,-8.014,-0.006,0.0000,0.515,0.064
0.1690,0.517,-8.042,-0.009,0.0000,0.517,0.064
0.1700,0.525,-8.075,-0.008,0.0000,0.525,0.065
0.1710,0.540,-8.096,-0.009,0.0000,0.540,0.067
0.1720,0.596,-8.034,-0.005,0.0000,0.596,0.074
0.1730,0.608,-7.963,1.284,0.0000,0.608,0.076
0.1740,0.579,-7.937,0.489,0.0000,0.579,0.073
0.1750,0.552,-7.962,0.010,0.0000,0.552,0.069
